,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impuslive,ss,chocolate
976,1.09449,0.48246,-0.61113,-0.57009,-0.31685,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,user
977,-0.07854,0.48246,1.98437,-0.57009,-0.50212,0.62967,0.16767,0.7233,-0.60633,-0.27607,-0.71126,-0.84637,user
978,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,user
979,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1.02119,1.11406,-1.11902,-0.91699,-1.0145,0.88113,1.2247,user
980,-0.07854,0.48246,0.45468,-0.57009,-0.31685,0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,user
981,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.14882,-0.15487,1.24033,0.94156,-0.14277,0.88113,1.92173,user
982,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-0.14882,0.32197,1.24033,-0.45321,-0.89891,0.52975,1.2247,user
983,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,0.73545,-0.80615,-0.71727,-0.45321,0.25953,0.88113,0.07987,user
984,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,user
985,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987,user
986,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.79151,0.00332,0.14143,-1.07533,-0.27607,1.29221,1.2247,user
987,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,user
988,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,0.31287,1.74091,0.29338,-0.76096,-1.78169,1.86203,1.92173,user
989,1.82213,-0.48246,-0.05921,-0.28519,-0.31685,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,user
990,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.1943,0.80523,1.43533,2.23427,1.13407,-0.21712,0.40148,user
991,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.52135,0.80523,0.7233,0.94156,-0.78155,0.52975,1.2247,user
992,-0.95197,-0.48246,1.16365,-0.28519,-0.31685,-0.79151,-0.30033,-0.31776,-0.91699,-0.14277,0.52975,0.7654,user
993,-0.95197,-0.48246,1.16365,0.96082,-0.31685,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,user
994,-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,user
995,-0.07854,0.48246,1.98437,-0.57009,-0.31685,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,user
996,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,user
997,-0.95197,-0.48246,-1.7379,-0.46841,-0.31685,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,user
998,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,0.96248,-1.27553,-2.35413,-0.89891,1.29221,1.92173,user
999,1.09449,0.48246,-0.61113,-0.28519,-0.31685,-0.34799,0.16767,0.14143,0.43852,0.7583,-1.37983,-1.18084,user
1000,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,user
1001,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,user
1002,-0.95197,-0.48246,-1.22751,-0.57009,-0.22166,0.82562,-1.50796,-1.82919,-0.01729,-1.64101,1.29221,1.2247,user
1003,-0.95197,0.48246,-1.22751,-0.57009,-0.31685,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,user
1004,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,0.16767,1.65653,0.94156,-0.00665,0.19268,0.40148,user
1005,1.09449,-0.48246,1.16365,-0.28519,-0.31685,0.62967,-1.23177,-0.58331,-0.45321,-1.13788,-0.21712,-0.21575,user
1006,-0.95197,0.48246,-1.22751,0.96082,-0.31685,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,user
1007,1.09449,-0.48246,0.45468,-0.57009,-0.31685,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,user
1008,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.58016,1.45421,1.88511,1.2861,-0.78155,0.19268,1.92173,user
1009,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.8399,-1.23177,0.44585,-0.76096,-1.38502,0.19268,-1.18084,user
1010,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,user
1011,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-0.79151,2.127,0.88309,0.43852,-0.65253,1.86203,1.92173,user
1012,1.09449,-0.48246,0.45468,-0.57009,-0.31685,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,user
1013,-0.95197,-0.48246,-0.05921,-0.28519,-0.31685,-2.21844,2.57309,1.88511,0.13136,1.63088,0.19268,0.7654,user
1014,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.31287,-2.5383,-0.84732,-1.6209,-2.57309,0.88113,0.07987,user
1015,-0.95197,0.48246,-1.22751,0.96082,-0.31685,-0.34799,-1.23177,-0.97631,0.43852,1.13407,-0.71126,-2.07848,user
1016,-0.07854,-0.48246,-1.22751,-0.28519,-0.31685,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,user
1017,0.49788,0.48246,-0.61113,-0.57009,-0.31685,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,user
1018,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.13606,-0.94779,1.06238,-1.92595,0.7583,-0.21712,-0.52593,user
1019,-0.95197,0.48246,-0.61113,0.96082,-0.31685,2.127,-2.72827,-1.11902,-0.45321,-2.42317,-0.71126,-0.84637,user
1020,-0.95197,-0.48246,-1.22751,-0.09765,-0.31685,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,user
1021,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,-0.30033,1.06238,-1.07533,-2.42317,1.29221,0.7654,user
1022,-0.95197,0.48246,-1.22751,-0.57009,0.1144,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987,user
1023,-0.95197,0.48246,0.45468,-0.57009,-0.31685,-1.1943,-0.94779,-0.71727,-0.30172,-0.40581,-0.21712,-0.52593,user
1024,1.09449,-0.48246,1.98437,-0.57009,-0.31685,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,user
1025,0.49788,0.48246,0.45468,-0.57009,-0.50212,0.62967,0.32197,-0.45174,-0.01729,0.58489,1.29221,1.2247,user
1026,-0.95197,0.48246,1.16365,-0.57009,-0.31685,-0.34799,0.80523,0.58331,0.59042,1.30612,-0.21712,1.92173,user
1027,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.52135,-0.94779,-0.84732,-1.07533,-0.40581,-0.21712,0.40148,user
1028,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,user
1029,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,user
1030,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.22393,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,user
1031,-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,user
1032,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.52135,0.47617,1.88511,-0.01729,-0.52745,0.52975,0.7654,user
1033,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.52135,0.80523,0.88309,-0.15487,-0.27607,1.29221,1.2247,user
1034,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,user
1035,0.49788,0.48246,1.16365,-0.57009,-0.31685,1.23461,-1.50796,-0.01928,2.75696,-0.78155,-0.21712,-2.07848,user
1036,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.22393,-0.80615,0.7233,2.23427,1.13407,0.52975,1.2247,user
1037,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,user
1038,0.49788,0.48246,1.16365,0.96082,-0.31685,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,user
1039,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.22393,-2.11437,-2.09015,-1.34289,-1.38502,1.86203,0.7654,user
1040,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,1.02119,-0.57545,0.14143,0.94156,-0.52745,0.88113,-0.21575,user
1041,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.91093,-0.43999,-1.42424,0.76096,-0.65253,-1.37983,-0.52593,user
1042,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,user
1043,-0.07854,0.48246,1.16365,-0.57009,-0.31685,1.37297,1.2861,1.88511,-2.5383,-1.25773,1.29221,1.2247,user
1044,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.23461,-1.23177,0.44585,-0.01729,0.25953,-1.37983,-1.54858,user
1045,-0.95197,-0.48246,1.16365,0.96082,-0.31685,-1.43907,2.57309,0.44585,-0.76096,0.58489,0.88113,1.92173,user
1046,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-1.1943,0.63779,-0.01928,0.28783,-0.52745,-0.21712,-0.52593,user
1047,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,1.02119,0.47617,1.43533,1.61108,-0.65253,0.88113,0.7654,user
1048,-0.07854,-0.48246,1.98437,-0.28519,-0.31685,-1.55078,-0.15487,0.7233,-1.92595,0.25953,0.19268,1.2247,user
1049,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,-0.43999,-0.97631,-0.30172,-0.27607,-0.21712,-0.21575,user
1050,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,user
1051,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21712,-0.21575,user
1052,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,-0.79151,1.2861,1.65653,-0.60633,0.58489,0.19268,0.40148,user
1053,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,0.22393,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,user
1054,0.49788,0.48246,-1.22751,-0.57009,-0.31685,0.31287,-1.23177,-1.11902,-1.772,-1.38502,0.19268,0.40148,user
1055,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.73545,-1.09207,-1.27553,-0.45321,-0.40581,0.52975,0.40148,user
1056,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.58016,-0.15487,0.7233,0.94156,-0.27607,-0.71126,0.40148,user
1057,1.09449,0.48246,1.16365,-0.28519,-0.31685,-0.58016,0.00332,1.65653,0.59042,0.93949,-1.37983,-0.52593,user
1058,-0.95197,0.48246,-1.22751,-0.57009,0.1144,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987,user
1059,-0.95197,0.48246,0.45468,-0.57009,1.90725,1.23461,1.93886,1.65653,-0.15487,-0.52745,1.29221,1.2247,user
1060,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-1.69163,-0.15487,0.88309,-1.47955,0.41594,-0.21712,0.07987,user
1061,-0.07854,-0.48246,1.16365,-0.28519,0.1144,-0.67825,0.63779,1.65653,0.59042,0.58489,-0.21712,1.2247,user
1062,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,user
1063,0.49788,0.48246,-1.43719,0.24923,-0.31685,1.23461,-0.69509,0.58331,0.28783,1.63088,-1.37983,-1.54858,user
1064,0.49788,-0.48246,0.45468,0.24923,-0.31685,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,user
1065,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987,user
1066,-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.92104,0.00332,1.06238,2.03972,2.04506,-1.37983,-0.21575,user
1067,-0.07854,0.48246,1.16365,-0.28519,-0.22166,-0.05188,-1.37639,-0.45174,-0.15487,1.30612,-0.21712,-1.18084,user
1068,-0.95197,-0.48246,1.16365,0.96082,-0.31685,0.41667,0.00332,0.29338,-0.60633,0.12331,0.88113,0.07987,user
1069,-0.95197,-0.48246,-0.61113,0.21128,-0.31685,-0.46725,-0.43999,1.06238,0.13136,-1.38502,-0.21712,0.7654,user
1070,-0.95197,0.48246,1.16365,0.96082,-0.31685,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,user
1071,0.49788,0.48246,1.98437,0.96082,-0.31685,-0.67825,0.32197,-0.01928,-0.30172,1.46191,-1.37983,-1.54858,user
1072,0.49788,-0.48246,-1.22751,0.96082,-0.31685,0.31287,-0.69509,-0.45174,-0.45321,-0.14277,0.19268,0.7654,user
1073,-0.95197,-0.48246,-1.43719,0.96082,-0.31685,-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,user
1074,0.49788,0.48246,-0.05921,0.24923,-0.31685,0.41667,0.00332,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,user
1075,-0.07854,0.48246,0.45468,-0.57009,-0.31685,1.8399,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,user
1076,1.09449,-0.48246,-0.05921,0.96082,-0.31685,-1.55078,0.96248,-0.31776,-0.45321,0.25953,-0.21712,-1.54858,user
1077,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,user
1078,-0.07854,0.48246,1.16365,0.96082,0.1144,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654,user
1079,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.1943,1.58487,0.29338,1.11406,1.30612,-0.21712,-0.21575,user
1080,-0.95197,-0.48246,1.16365,0.96082,-0.31685,-0.24649,0.47617,-0.31776,0.28783,-0.52745,-0.21712,-0.21575,user
1081,-0.95197,0.48246,1.16365,0.96082,-0.31685,0.62967,1.11406,-0.84732,-0.45321,-1.25773,-0.71126,-0.84637,user
1082,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.05188,-0.15487,0.44585,0.28783,0.41594,-1.37983,-0.21575,user
1083,-0.95197,0.48246,1.16365,0.96082,-0.31685,-0.24649,0.47617,0.88309,-0.15487,1.81175,0.52975,0.40148,user
1084,0.49788,-0.48246,-0.05921,0.24923,-0.31685,-0.14882,-0.15487,0.58331,0.43852,0.58489,-0.71126,0.40148,user
1085,-0.95197,0.48246,1.16365,-0.28519,-0.31685,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,user
1086,-0.95197,0.48246,1.16365,0.96082,-0.31685,0.52135,0.47617,-0.01928,-0.30172,0.25953,0.19268,-0.52593,user
1087,-0.07854,0.48246,1.16365,-0.57009,-0.31685,-0.46725,-0.15487,0.29338,0.59042,0.93949,0.19268,-0.84637,user
1088,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654,user
1089,-0.95197,0.48246,1.16365,0.96082,-0.31685,0.62967,1.45421,-0.17779,2.46262,-0.52745,1.29221,0.40148,user
1090,1.09449,0.48246,-1.7379,0.96082,-0.31685,-0.46725,0.63779,-1.11902,1.11406,0.12331,0.19268,-0.52593,user
1091,-0.95197,-0.48246,0.45468,-0.09765,-0.31685,-1.69163,-0.80615,-0.58331,-1.21213,-1.25773,0.19268,0.7654,user
1092,-0.07854,0.48246,0.45468,-0.09765,-0.31685,-1.43907,1.74091,-0.84732,-0.60633,0.58489,0.88113,0.40148,user
1093,0.49788,-0.48246,1.16365,0.96082,-0.50212,-0.46725,0.96248,0.14143,-0.01729,0.93949,0.88113,-0.21575,user
1094,-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.13281,-1.09207,-0.84732,-0.01729,0.12331,-0.21712,-2.07848,user
1095,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-0.58016,-0.69509,1.65653,1.81866,-1.13788,-0.21712,-0.52593,user
1096,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-0.92104,0.00332,0.7233,0.13136,-0.65253,0.88113,0.07987,user
1097,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.04257,-0.43999,-0.01928,-0.91699,-0.65253,-1.37983,-0.21575,user
1098,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.32828,1.2861,0.29338,0.43852,0.58489,-0.21712,0.40148,user
1099,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-0.58016,0.47617,-0.17779,0.28783,-1.78169,0.19268,0.7654,user
1100,-0.95197,0.48246,0.45468,-0.57009,-0.31685,0.31287,-0.15487,-0.58331,-0.30172,1.30612,-0.71126,-0.52593,user
1101,-0.95197,0.48246,1.16365,-0.28519,-0.31685,-0.79151,-0.15487,-0.17779,-0.45321,-0.40581,-0.21712,1.2247,user
1102,-0.95197,0.48246,-1.22751,-0.57009,-0.31685,-1.05308,0.32197,1.88511,-0.91699,-1.78169,0.19268,0.7654,user
1103,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,-1.1943,-1.09207,0.7233,-1.21213,-2.04506,-1.37983,0.07987,user
1104,-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.14882,-0.30033,-0.45174,2.23427,1.63088,-1.37983,0.07987,user
1105,-0.07854,0.48246,-0.61113,-0.28519,-0.31685,1.98437,-0.30033,0.44585,-1.21213,-1.0145,0.19268,0.7654,user
1106,-0.95197,-0.48246,0.45468,0.96082,-0.31685,1.13281,1.11406,1.06238,-0.15487,-0.52745,1.86203,1.92173,user
1107,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.92104,1.74091,1.43533,1.2861,-0.27607,0.19268,0.40148,user
1108,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,2.46262,-1.50796,-1.82919,0.13136,-1.64101,0.88113,-0.52593,user
1109,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.22393,-0.15487,-0.31776,2.23427,1.46191,-1.37983,-1.18084,user
1110,1.09449,-0.48246,1.98437,-0.57009,-0.31685,0.41667,-0.43999,0.58331,0.28783,-1.25773,1.29221,0.07987,user
1111,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,-0.92104,-1.23177,-0.71727,-1.07533,0.58489,-0.71126,-0.52593,user
1112,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-3.46436,0.47617,-0.01928,1.2861,2.04506,-0.21712,0.7654,user
1113,1.09449,-0.48246,-1.7379,0.96082,-0.31685,0.52135,-0.57545,0.44585,-2.5383,-0.27607,0.88113,-0.21575,user
1114,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,0.91093,0.00332,1.24033,-0.15487,-1.38502,1.29221,0.40148,user
1115,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.60383,-1.23177,-0.17779,-0.91699,-0.65253,-0.71126,-0.21575,user
1116,-0.07854,0.48246,0.45468,-0.57009,-0.31685,-1.69163,2.57309,2.90161,1.11406,-0.27607,0.52975,1.92173,user
1117,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-0.43999,-0.01928,-1.772,-1.0145,0.88113,0.7654,user
1118,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.05308,1.2861,0.44585,0.43852,0.7583,0.19268,-0.21575,user
1119,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-0.34799,-2.44904,-1.27553,-0.76096,-0.27607,0.19268,0.7654,user
1120,-0.95197,-0.48246,-1.7379,0.24923,-0.31685,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,-0.71126,-0.52593,user
1121,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,0.73545,-0.94779,-1.11902,-0.01729,-1.25773,0.52975,-0.52593,user
1122,-0.07854,-0.48246,-1.22751,0.96082,-0.31685,-1.05308,0.00332,-2.39883,0.43852,-0.00665,1.29221,0.07987,user
1123,-0.07854,-0.48246,-0.05921,-0.57009,-0.31685,1.37297,-1.37639,-0.45174,-0.15487,-2.30408,-0.21712,-0.21575,user
1124,1.82213,-0.48246,-1.43719,-0.57009,-0.31685,0.52135,-0.43999,-0.58331,-1.6209,0.58489,-0.21712,0.07987,user
1125,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.37297,-0.94779,0.7233,0.28783,-0.78155,0.52975,1.2247,user
1126,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-2.03972,-0.71727,1.11406,-1.25773,0.88113,0.40148,user
1127,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-1.55078,-1.23177,0.88309,1.61108,-1.78169,-0.21712,0.40148,user
1128,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,0.41667,0.16767,-0.17779,-0.01729,-1.92173,1.29221,0.7654,user
1129,-0.07854,0.48246,-0.05921,-0.57009,-0.31685,2.28554,0.80523,0.7233,-2.07848,-1.78169,1.86203,1.92173,non-user
1130,-0.07854,-0.48246,1.16365,-0.46841,-0.31685,0.62967,-0.69509,0.14143,-1.21213,-0.27607,-0.21712,-0.21575,user
1131,0.49788,-0.48246,-0.05921,-0.09765,-0.31685,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,user
1132,-0.95197,-0.48246,1.16365,-0.57009,-0.31685,0.41667,1.2861,-1.11902,-0.91699,-0.52745,1.86203,0.40148,user
1133,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,1.37297,0.63779,-0.31776,-1.34289,-1.64101,1.29221,1.2247,user
1134,-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,user
1135,-0.07854,0.48246,0.45468,-0.28519,-0.31685,0.31287,-1.92173,-0.01928,0.59042,-1.25773,-0.21712,-0.84637,user
1136,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.52135,-1.23177,0.44585,-3.15735,-0.52745,1.86203,1.2247,user
1137,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.92104,0.47617,0.14143,1.45039,-0.27607,-0.21712,1.2247,user
1138,-0.07854,0.48246,0.45468,-0.09765,-0.31685,1.60383,-1.6334,0.7233,-1.07533,-1.5184,0.52975,1.2247,user
1139,0.49788,-0.48246,-0.05921,-0.57009,-0.31685,0.41667,-1.23177,0.14143,-0.15487,0.58489,0.52975,0.07987,non-user
1140,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,1.98437,-1.92173,1.24033,1.45039,-1.13788,-0.21712,1.2247,user
1141,1.09449,-0.48246,0.45468,0.96082,-0.31685,0.22393,-1.09207,-0.71727,-0.30172,-0.65253,0.19268,-0.84637,user
1142,-0.95197,-0.48246,-0.61113,0.21128,-0.31685,1.60383,-0.80615,-0.71727,-1.21213,-2.18109,-0.21712,0.07987,user
1143,-0.07854,-0.48246,1.16365,-0.57009,-0.31685,0.22393,-0.69509,0.29338,-0.01729,-1.0145,-0.71126,-1.18084,user
1144,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-2.75696,-0.43999,-1.11902,-1.47955,0.93949,-0.21712,0.07987,user
1145,0.49788,-0.48246,-0.05921,-0.57009,-0.31685,1.8399,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,user
1146,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.13606,0.16767,0.14143,-0.60633,-0.65253,0.52975,1.92173,user
1147,1.09449,0.48246,-1.22751,-0.09765,-0.31685,-0.58016,0.63779,-0.31776,0.43852,0.93949,-0.71126,-0.52593,user
1148,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.23461,-0.43999,0.58331,1.11406,0.41594,0.19268,0.40148,user
1149,0.49788,0.48246,0.45468,-0.57009,-0.31685,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,0.88113,-0.84637,user
1150,1.82213,0.48246,1.16365,-0.57009,0.1144,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173,user
1151,-0.95197,-0.48246,-1.22751,-0.28519,-0.31685,0.52135,-0.80615,-0.17779,-0.15487,-1.92173,0.52975,1.2247,user
1152,-0.95197,0.48246,1.16365,0.96082,-0.31685,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654,user
1153,-0.95197,-0.48246,1.98437,0.96082,-0.31685,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,user
1154,-0.95197,0.48246,-0.61113,0.96082,-0.31685,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593,user
1155,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.62967,1.93886,1.88511,0.43852,-0.40581,1.29221,0.7654,user
1156,1.09449,-0.48246,-0.05921,0.21128,-0.31685,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,user
1157,-0.07854,0.48246,0.45468,0.24923,-0.31685,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,user
1158,-0.95197,-0.48246,-1.43719,-0.57009,0.1144,0.82562,-1.09207,-1.42424,-0.91699,0.12331,0.52975,0.7654,user
1159,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.04257,-0.15487,1.65653,0.13136,0.25953,0.52975,1.92173,user
1160,-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.14882,-0.94779,0.29338,0.94156,2.04506,-0.71126,-0.52593,user
1161,-0.07854,-0.48246,-1.43719,-0.09765,-0.31685,-0.34799,0.32197,-0.01928,0.13136,0.41594,0.19268,0.07987,user
1162,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,-1.09207,0.44585,-0.60633,1.13407,0.88113,-0.21575,user
1163,0.49788,-0.48246,0.45468,-0.57009,-0.31685,-0.34799,-0.57545,0.88309,0.76096,-1.78169,1.86203,1.92173,user
1164,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,0.52135,-0.94779,1.06238,-0.30172,0.58489,-0.21712,0.07987,user
1165,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,0.82562,-0.30033,1.43533,-0.76096,-1.0145,0.88113,0.7654,user
1166,1.09449,-0.48246,-0.05921,-0.57009,-0.31685,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,user
1167,0.49788,0.48246,0.45468,-0.57009,-0.31685,-1.1943,1.2861,1.43533,1.2861,0.25953,-0.71126,-0.21575,user
1168,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,0.13606,-0.57545,-0.01928,-0.76096,0.12331,-0.71126,0.40148,user
